movieId,tagId,relevance
1,890,0.28425
1,891,0.15075
1,892,0.03525
1,893,0.0945
1,894,0.05025
1,895,0.23075
1,896,0.03325
1,897,0.5485
1,898,0.20175
1,899,0.3655
1,900,0.48725
1,901,0.156
1,902,0.1625
1,903,0.058
1,904,0.27325
1,905,0.025
1,906,0.01475
1,907,0.0355
1,908,0.02975
1,909,0.03925
1,910,0.16725
1,911,0.20375
1,912,0.012
1,913,0.15075
1,914,0.0725
1,915,0.09225
1,916,0.02525
1,917,0.14025
1,918,0.05725
1,919,0.1115
1,920,0.18375
1,921,0.50475
1,922,0.08725
1,923,0.0325
1,924,0.01825
1,925,0.0295
1,926,0.1695
1,927,0.0145
1,928,0.0495
1,929,0.06125
1,930,0.03125
1,931,0.267
1,932,0.2385
1,933,0.109
1,934,0.009
1,935,0.0095
1,936,0.405
1,937,0.1775
1,938,0.0065
1,939,0.021
1,940,0.034
1,941,0.089
1,942,0.407
1,943,0.12975
1,944,0.0695
1,945,0.09975
1,946,0.01625
1,947,0.0195
1,948,0.05925
1,949,0.0255
1,950,0.3185
1,951,0.42875
1,952,0.062
1,953,0.10525
1,954,0.19875
1,955,0.0875
1,956,0.101
1,957,0.02075
1,958,0.026
1,959,0.0275
1,960,0.1705
1,961,0.342
1,962,0.01175
1,963,0.071
1,964,0.01175
1,965,0.032
1,966,0.045
1,967,0.446
1,968,0.0795
1,969,0.3505
1,970,0.17025
1,971,0.91625
1,972,0.76
1,973,0.21825
1,974,0.06575
1,975,0.00625
1,976,0.00325
1,977,0.228
1,978,0.02725
1,979,0.05575
1,980,0.046
1,981,0.10225
1,982,0.321
1,983,0.03075
1,984,0.09925
1,985,0.03525
1,986,0.115
1,987,0.229
1,988,0.12425
1,989,0.1805
1,990,0.4065
1,991,0.09575
1,992,0.50125
1,993,0.015
1,994,0.0385
1,995,0.10775
1,996,0.05075
1,997,0.19575
1,998,0.2085
1,999,0.4615
1,1000,0.29525
1,1001,0.082
1,1002,0.00275
1,1003,0.661
1,1004,0.111
1,1005,0.067
1,1006,0.02625
1,1007,0.47725
1,1008,0.53875
1,1009,0.00475
1,1010,0.18375
1,1011,0.17725
1,1012,0.68125
1,1013,0.2135
1,1014,0.138
1,1015,0.06
1,1016,0.0275
1,1017,0.109
1,1018,0.0365
1,1019,0.02425
1,1020,0.3235
1,1021,0.0315
1,1022,0.02725
1,1023,0.0705
1,1024,0.247
1,1025,0.287
1,1026,0.2115
1,1027,0.04975
1,1028,0.19175
1,1029,0.09575
1,1030,0.0195
1,1031,0.0315
1,1032,0.05975
1,1033,0.14525
1,1034,0.23575
1,1035,0.63975
1,1036,0.99925
1,1037,0.17875
1,1038,0.018
1,1039,0.03025
1,1040,0.388
1,1041,0.02075
1,1042,0.07125
1,1043,0.0975
1,1044,0.173
1,1045,0.08575
1,1046,0.2945
1,1047,0.0905
1,1048,0.02175
1,1049,0.15075
1,1050,0.11525
1,1051,0.40625
1,1052,0.0305
1,1053,0.286
1,1054,0.291
1,1055,0.053
1,1056,0.109
1,1057,0.241
1,1058,0.016
1,1059,0.07275
1,1060,0.0085
1,1061,0.0375
1,1062,0.89625
1,1063,0.0335
1,1064,0.41625
1,1065,0.22425
1,1066,0.163
1,1067,0.01075
1,1068,0.019
1,1069,0.00275
1,1070,0.30325
1,1071,0.53625
1,1072,0.72425
1,1073,0.23625
1,1074,0.154
1,1075,0.0145
1,1076,0.0705
1,1077,0.01525
1,1078,0.038
1,1079,0.0115
1,1080,0.00525
1,1081,0.02375
1,1082,0.06125
1,1083,0.06325
1,1084,0.23375
1,1085,0.173
1,1086,0.02925
1,1087,0.0265
1,1088,0.0215
1,1089,0.1515
1,1090,0.56375
1,1091,0.315
1,1092,0.67325
1,1093,0.4365
1,1094,0.0155
1,1095,0.0705
1,1096,0.0655
1,1097,0.05225
1,1098,0.12775
1,1099,0.004
1,1100,0.0975
1,1101,0.26375
1,1102,0.02175
1,1103,0.0225
1,1104,0.427
1,1105,0.07175
1,1106,0.014
1,1107,0.0355
1,1108,0.587
1,1109,0.08775
1,1110,0.03775
1,1111,0.0715
1,1112,0.03325
1,1113,0.1055
1,1114,0.694
1,1115,0.108
1,1116,0.08925
1,1117,0.055
1,1118,0.077
1,1119,0.0405
1,1120,0.01425
1,1121,0.0305
1,1122,0.035
1,1123,0.14125
1,1124,0.05775
1,1125,0.039
1,1126,0.02975
1,1127,0.08475
1,1128,0.022
2,1,0.04125
2,2,0.0405
2,3,0.06275
2,4,0.08275
2,5,0.091
2,6,0.06125
2,7,0.06925
2,8,0.096
2,9,0.0765
2,10,0.0525
2,11,0.088
2,12,0.10275
2,13,0.14525
2,14,0.007
2,15,0.0045
2,16,0.0275
2,17,0.01075
2,18,0.15925
2,19,0.64025
2,20,0.36725
2,21,0.5145
2,22,0.4845
2,23,0.19725
2,24,0.24875
2,25,0.08325
2,26,0.157
2,27,0.1455
2,28,0.05825
2,29,0.976
2,30,0.12675
2,31,0.0105
2,32,0.0735
2,33,0.07075
2,34,0.069
2,35,0.10975
2,36,0.29775
2,37,0.062
2,38,0.02
2,39,0.0275
2,40,0.01725
2,41,0.01625
2,42,0.02
2,43,0.07225
2,44,0.08
2,45,0.08725
2,46,0.1775
2,47,0.00625
2,48,0.3375
2,49,0.31025
2,50,0.0635
2,51,0.29275
2,52,0.24375
2,53,0.23175
2,54,0.0355
2,55,0.0755
2,56,0.0125
2,57,0.018
2,58,0.0515
2,59,0.107
2,60,0.0175
2,61,0.35525
2,62,0.86725
2,63,0.05925
2,64,0.146
2,65,0.03225
2,66,0.0345
2,67,0.04125
2,68,0.029
2,69,0.009
2,70,0.1795
2,71,0.065
2,72,0.02875
2,73,0.04775
2,74,0.01925
2,75,0.1495
2,76,0.0215
2,77,0.03225
2,78,0.059
2,79,0.07375
2,80,0.01675
2,81,0.052
2,82,0.06825
2,83,0.03175
2,84,0.06325
2,85,0.06925
2,86,0.1915
2,87,0.062
2,88,0.01175
2,89,0.025
2,90,0.198
2,91,0.0295
2,92,0.04625
2,93,0.10525
2,94,0.12425
2,95,0.0615
2,96,0.07625
2,97,0.1275
2,98,0.59825
2,99,0.12125
2,100,0.2205
2,101,0.14225
2,102,0.01925
2,103,0.00875
2,104,0.00525
2,105,0.03775
2,106,0.00625
2,107,0.8175
2,108,0.11
2,109,0.16375
2,110,0.047
2,111,0.0545
2,112,0.5375
2,113,0.64675
2,114,0.03525
2,115,0.131
2,116,0.0465
2,117,0.01
2,118,0.041
2,119,0.00225
2,120,0.045
2,121,0.21025
2,122,0.125
2,123,0.0195
2,124,0.0175
2,125,0.0275
2,126,0.07725
2,127,0.02225
2,128,0.23575
2,129,0.2115
2,130,0.0175
2,131,0.01075
2,132,0.77525
2,133,0.0475
2,134,0.05075
2,135,0.03575
2,136,0.029
2,137,0.03
2,138,0.13275
2,139,0.03975
2,140,0.0215
2,141,0.08925
2,142,0.0105
2,143,0.0655
2,144,0.098
2,145,0.04675
2,146,0.04325
2,147,0.21875
2,148,0.03825
2,149,0.08275
2,150,0.01875
2,151,0.0525
2,152,0.15475
2,153,0.15575
2,154,0.315
2,155,0.09025
2,156,0.046
2,157,0.0505
2,158,0.02975
2,159,0.0235
2,160,0.06275
2,161,0.0195
2,162,0.14425
2,163,0.01825
2,164,0.12675
2,165,0.023
2,166,0.01375
2,167,0.10175
2,168,0.03825
2,169,0.231
2,170,0.07
2,171,0.09475
2,172,0.627
2,173,0.0445
2,174,0.04375
2,175,0.128
2,176,0.13025
2,177,0.129
2,178,0.0455
2,179,0.05925
2,180,0.01775
2,181,0.01825
2,182,0.0415
2,183,0.0655
2,184,0.01875
2,185,0.05225
2,186,0.28175
2,187,0.01125
2,188,0.53575
2,189,0.0265
2,190,0.027
2,191,0.07875
2,192,0.14425
2,193,0.54
2,194,0.0435
2,195,0.6395
2,196,0.181
2,197,0.02175
2,198,0.17
2,199,0.117
2,200,0.0175
2,201,0.04325
2,202,0.0155
2,203,0.8685
2,204,0.959
2,205,0.0125
2,206,0.138
2,207,0.01125
2,208,0.019
2,209,0.008
2,210,0.011
2,211,0.024
2,212,0.1495
2,213,0.02925
2,214,0.0125
2,215,0.1455
2,216,0.1735
2,217,0.012
2,218,0.05675
2,219,0.00325
2,220,0.37975
2,221,0.07575
2,222,0.1225
2,223,0.048
2,224,0.0185
2,225,0.00525
2,226,0.04675
2,227,0.03125
2,228,0.0185
2,229,0.053
2,230,0.55575
2,231,0.1975
2,232,0.079
2,233,0.04475
2,234,0.1055
2,235,0.1275
2,236,0.07925
2,237,0.007
2,238,0.08825
2,239,0.08175
2,240,0.14075
2,241,0.01725
2,242,0.092
2,243,0.0875
2,244,0.51975
2,245,0.6965
2,246,0.13025
2,247,0.02275
2,248,0.03775
2,249,0.02525
2,250,0.02175
2,251,0.12575
2,252,0.07825
2,253,0.034
2,254,0.01275
2,255,0.2755
2,256,0.1525
2,257,0.0325
2,258,0.245
2,259,0.103
2,260,0.2805
2,261,0.02325
2,262,0.04575
2,263,0.017
2,264,0.07825
2,265,0.0965
2,266,0.54575
2,267,0.12775
2,268,0.05075
2,269,0.07275
2,270,0.23425
2,271,0.05525
2,272,0.19225
2,273,0.016
2,274,0.10225
2,275,0.12
2,276,0.19325
2,277,0.24375
2,278,0.2905
2,279,0.256
2,280,0.04825
2,281,0.02925
2,282,0.03425
2,283,0.0075
2,284,0.01025
2,285,0.074
2,286,0.07275
2,287,0.15675
2,288,0.09625
2,289,0.0335
2,290,0.0195
2,291,0.01225
2,292,0.2655
2,293,0.03025
2,294,0.1165
2,295,0.01325
2,296,0.0165
2,297,0.0815
2,298,0.05775
2,299,0.64175
2,300,0.04425
2,301,0.05425
2,302,0.405
2,303,0.015
2,304,0.5405
2,305,0.07025
2,306,0.0375
2,307,0.02425
2,308,0.2115
2,309,0.08075
2,310,0.017
2,311,0.108
2,312,0.0895
2,313,0.2565
2,314,0.2745
2,315,0.02675
2,316,0.02525
2,317,0.011
2,318,0.0435
2,319,0.06725
2,320,0.02425
2,321,0.048
2,322,0.2315
2,323,0.211
2,324,0.1905
2,325,0.1605
2,326,0.1065
2,327,0.04925
2,328,0.13525
2,329,0.05825
2,330,0.02975
2,331,0.0165
2,332,0.02375
2,333,0.04025
2,334,0.60575
2,335,0.164
2,336,0.0705
2,337,0.06525
2,338,0.23225
2,339,0.07025
2,340,0.00775
2,341,0.0875
2,342,0.01975
2,343,0.1105
2,344,0.112
2,345,0.6075
2,346,0.07125
2,347,0.01525
2,348,0.133
2,349,0.1105
2,350,0.1555
2,351,0.1385
2,352,0.0085
2,353,0.11175
2,354,0.05325
2,355,0.6805
2,356,0.214
2,357,0.076
2,358,0.0955
2,359,0.06375
2,360,0.08475
2,361,0.04975
2,362,0.11575
2,363,0.02825
2,364,0.2785
2,365,0.19275
2,366,0.137
2,367,0.50725
2,368,0.169
2,369,0.03625
2,370,0.07275
2,371,0.23025
2,372,0.11075
2,373,0.01575
2,374,0.8495
2,375,0.07075
2,376,0.14875
2,377,0.95175
2,378,0.879
2,379,0.093
2,380,0.0235
2,381,0.07425
2,382,0.3935
2,383,0.04375
2,384,0.02525
2,385,0.0555
2,386,0.074
2,387,0.3265
2,388,0.3985
2,389,0.3735
2,390,0.143
2,391,0.04625
2,392,0.009
2,393,0.087
2,394,0.03125
2,395,0.02425
2,396,0.29825
2,397,0.03725
2,398,0.02
2,399,0.00925
2,400,0.04575
2,401,0.0985
2,402,0.04675
2,403,0.0725
2,404,0.0445
2,405,0.0495
2,406,0.24175
2,407,0.0205
2,408,0.01975
2,409,0.035
2,410,0.04575
2,411,0.041
2,412,0.23025
2,413,0.05225
2,414,0.72675
2,415,0.87075
2,416,0.016
2,417,0.269
2,418,0.0595
2,419,0.16975
2,420,0.21625
2,421,0.03225
2,422,0.0655
2,423,0.06175
2,424,0.16
2,425,0.03725
2,426,0.08325
2,427,0.14475
2,428,0.0685
2,429,0.06625
2,430,0.02525
2,431,0.0185
2,432,0.03975
2,433,0.033
2,434,0.0165
2,435,0.1235
2,436,0.2295
2,437,0.1045
2,438,0.02475
2,439,0.31825
2,440,0.01625
2,441,0.07925
2,442,0.03475
2,443,0.06625
2,444,0.08425
2,445,0.73975
2,446,0.23575
2,447,0.561
2,448,0.092
2,449,0.061
2,450,0.06275
2,451,0.036
2,452,0.22425
